,review,date
694,"The app is not working it is only showing please check your internet connection settings, I have tried on Wifi and 4G nothing works. التطبيق لا يعمل يعطيني يرجى التاكد من اعدادات الاتصال بالشبكة، حاولت على الوايفاي وعلى ال 4G لكن مافي فايدة.","March 28, 2019"
695,"This application make our needs very easy with little clicks for all goverment processes, really thank you and appreciated.","February 20, 2019"
696,"the best app in saudi arabia, this app makes our lives easier and better in dealing with country services and provides a lot of suffering we all like the app","February 17, 2019"
697,"Helps us Saudis run our government routine activities easier than ever and, in my opinion, the best e-govt App around. Therefore, anybody with a problem with it; can go to hell. All of us, men and women, are happy with it.","February 17, 2019"
698,"simply, saved time and efforts. no papers are required = environment friendly.","February 17, 2019"
699,A great App to showcase how our great government is making many transactions at the tip of our fingers.,"February 17, 2019"
700,"Very useful app for all governmental services such as, renew passport, renew National ID, renew driving licence and many others.","February 17, 2019"
701,"Absher makes my life easier; I can't imagine going back to waiting in long queues! Absher makes me capable to do all my government works at any time and anywhere (Less Effort with More and Great Results). So thank you, Absher 👍🏼","February 18, 2019"
702,"Easy to use, No long lines or papers to bring or copy. best app ever.","February 18, 2019"
703,"I can't save the digital iqama. Every time I try to login, the app asks me to update then after 5 minutes ago asks to update again","September 5, 2021"
704,a very simple and perfect app existed. could and will never see something similar to it,"February 17, 2019"
